┠105821000018┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105851000019┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105871000016┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105881000010┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠301110000012┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301121000018┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301161000012┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301191000013┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301221000011┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301222000013┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301241000019┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301261000016┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301290000007┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301290050012┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301301000011┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301302009998┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301305000019┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301331000012┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301332000014┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301361000013┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301391000018┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301393000011┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301421000016┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301451000017┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301452000019┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301491000015┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301551000018┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301581000019┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301584000016┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301611000017┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301641000011┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301651000015┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301653000019┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301701000018┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301731000019┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301791000014┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301821000012┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301871000014┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠301881000018┠	┠3012900001┠	┠2009-12-05┠	┠2009-12-04┠	┠01┠	┠┠
┠304100040000┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304100042691┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304110000913┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304121040994┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304161041098┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304191001943┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304221041391┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304222041298┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304290042316┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304301042816┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304302000715┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304304042248┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304305000727┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304331042104┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304332041892┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304333040397┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304337000016┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304391000867┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304451042417┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304452000013┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304456000730┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304471000746┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304581041194┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304584040898┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304611002128┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304651041692┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304653041596┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304731042509┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304741042511┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304791041704┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠304881041805┠	┠3041000001┠	┠2009-12-11┠	┠2009-12-10┠	┠01┠	┠┠
┠104290003033┠	┠0112900168┠	┠2009-12-31┠	┠2009-12-30┠	┠01┠	┠┠
┠305391015007┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305393000010┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305397023008┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305451073455┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305452074647┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305491007015┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305521005007┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305551031009┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305581003006┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305584000002┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305586000014┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305651000010┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305653011009┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305731022008┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
